State,Avg_Daily_Distance_(km),Brand,Model,Price_INR,Year_of_Manufacture,Engine_Capacity_cc,Fuel_Type,Mileage_km_per_l,Owner_Type,Registration_Year,Insurance_Status,Seller_Type,Resale_Price_INR,City_Tier
tamil nadu,34.86,kawasaki,versys 650,57464,2024,563,electric,96.23,third,2024,active,dealer,24950.7,tier 2
madhya pradesh,49.75,honda,cbr 650r,112864,2023,363,electric,91.88,third,2024,not available,dealer,62463.12,metro
tamil nadu,67.34,bajaj,ct 100,52195,2020,223,electric,94.08,second,2022,expired,individual,35860.98,tier 2
gujarat,47.56,ktm,duke 200,309254,2024,906,hybrid,83.15,first,2024,not available,dealer,230618.03,tier 3
rajasthan,5.89,tvs,ntorq 125,197267,2023,498,hybrid,61.92,second,2024,active,dealer,129454.05,tier 2
punjab,21.26,royal enfield,himalayan,104127,2016,935,petrol,40.15,first,2016,not available,individual,81653.47,tier 3
maharashtra,27.34,bajaj,avenger 220,357503,2024,786,petrol,48.42,third,2024,expired,individual,281293.33,metro
maharashtra,31.24,kawasaki,ninja 300,217996,2023,964,petrol,32.37,second,2023,expired,dealer,115030.31,tier 1
delhi,72.21,tvs,apache rtr 160,257608,2019,344,hybrid,71.79,third,2023,not available,individual,120443.85,metro
tamil nadu,29.06,yamaha,r15 v4,134632,2019,541,hybrid,86.37,first,2019,not available,dealer,60745.83,tier 3
maharashtra,45.6,yamaha,mt-15,207611,2019,862,electric,94.9,third,2019,active,individual,138349.91,tier 2
maharashtra,51.37,kawasaki,ninja 400,137479,2022,243,petrol,30.96,second,2024,not available,dealer,93483.87,tier 3
maharashtra,67.43,kawasaki,ninja 300,66390,2022,762,hybrid,62.3,first,2022,expired,dealer,29160.32,tier 2
karnataka,32.66,hero,xtreme 160r,352433,2022,900,electric,71.3,first,2022,not available,dealer,280134.39,tier 3
punjab,37.01,kawasaki,versys 650,367379,2021,312,electric,88.1,third,2022,active,dealer,198184.47,tier 2
punjab,5.36,yamaha,ray zr,99549,2024,658,hybrid,64.19,second,2024,not available,individual,65433.07,tier 3
uttar pradesh,72.45,honda,shine,61115,2023,940,hybrid,70.9,first,2023,expired,dealer,38545.56,tier 1
uttar pradesh,58.73,tvs,ntorq 125,254662,2022,406,hybrid,89.45,second,2022,expired,individual,191023.38,tier 3
madhya pradesh,23.74,hero,glamour,172916,2021,172,hybrid,95.74,second,2023,expired,individual,109586.97,metro
uttar pradesh,57.81,ktm,rc 390,375694,2016,566,electric,90.63,second,2016,active,individual,176158.59,tier 3
karnataka,35.78,honda,cbr 650r,141601,2017,621,petrol,51.82,third,2022,expired,individual,105354.57,tier 1
rajasthan,66.13,kawasaki,ninja 400,255349,2021,361,hybrid,92.82,first,2021,expired,individual,153625.01,metro
rajasthan,60.35,honda,activa,65885,2022,759,hybrid,72.82,third,2023,expired,individual,29174.51,tier 3
delhi,35.53,ktm,rc 390,190997,2023,437,petrol,45.22,second,2023,not available,individual,94398.71,metro
karnataka,76.21,ktm,125 duke,87270,2016,738,hybrid,89.16,second,2017,expired,individual,51015.61,tier 1
punjab,75.31,kawasaki,ninja 400,250345,2017,895,electric,91.71,first,2017,expired,dealer,114384.68,tier 3
west bengal,69.3,yamaha,r15 v4,179072,2021,770,hybrid,72.14,first,2021,not available,individual,90647.64,tier 2
tamil nadu,35.63,hero,xtreme 160r,325033,2024,716,hybrid,77.37,second,2024,active,dealer,217534.18,tier 2
madhya pradesh,53.55,ktm,rc 390,297216,2016,883,hybrid,93.51,second,2023,active,individual,174646.02,tier 3
uttar pradesh,36.57,bajaj,pulsar 150,201485,2024,291,electric,92.77,second,2024,active,individual,137698.55,tier 1
delhi,16.51,yamaha,fz v3,390436,2015,222,petrol,42.49,second,2022,expired,dealer,238535.5,tier 3
rajasthan,7.88,honda,shine,56520,2015,557,hybrid,86.95,third,2018,active,dealer,24722.02,tier 3
uttar pradesh,72.07,tvs,sport,339745,2017,643,electric,72.69,third,2017,expired,dealer,237911.66,tier 2
west bengal,42.48,royal enfield,interceptor 650,138509,2017,470,hybrid,90.3,second,2024,active,dealer,88847.25,metro
rajasthan,19.33,ktm,390 adventure,325441,2021,387,hybrid,92.85,second,2022,not available,dealer,131545.23,tier 1
uttar pradesh,55.82,kawasaki,ninja 400,353184,2017,402,hybrid,71.1,second,2021,not available,dealer,202437.15,tier 2
madhya pradesh,9.02,yamaha,r15 v4,187893,2022,777,electric,80.77,first,2022,not available,dealer,140113.15,tier 3
tamil nadu,65.96,yamaha,mt-15,380570,2024,106,petrol,31.37,second,2024,not available,individual,252724.69,metro
gujarat,22.89,bajaj,avenger 220,61067,2020,879,electric,91.23,third,2023,expired,dealer,40261.46,metro
maharashtra,13.39,bajaj,pulsar 150,278790,2017,960,electric,84.35,second,2021,not available,dealer,214469.05,tier 3
punjab,24.45,kawasaki,versys 650,155044,2022,285,petrol,42.58,second,2024,expired,dealer,122652.98,tier 2
tamil nadu,60.75,tvs,sport,378387,2015,639,petrol,46.73,third,2015,not available,dealer,296112.95,tier 3
west bengal,74.83,yamaha,r15 v4,150587,2017,167,petrol,30.58,second,2024,not available,dealer,79349.0,tier 3
madhya pradesh,20.79,yamaha,mt-15,117741,2022,577,electric,84.8,second,2024,expired,individual,72136.08,tier 3
delhi,35.37,royal enfield,interceptor 650,156461,2023,347,hybrid,82.15,second,2024,expired,dealer,89515.85,metro
west bengal,69.1,tvs,apache rtr 160,114753,2017,154,hybrid,99.18,second,2017,expired,dealer,90563.22,tier 3
delhi,53.3,tvs,ronin,170548,2018,249,petrol,37.43,third,2019,not available,dealer,118352.59,tier 3
rajasthan,12.73,honda,dio,298605,2023,937,electric,69.68,first,2023,expired,dealer,174701.55,tier 1
gujarat,49.4,bajaj,platina 110,165104,2022,265,electric,69.28,first,2022,active,dealer,125209.75,tier 1
rajasthan,47.34,ktm,duke 200,151443,2020,227,electric,74.45,second,2022,expired,dealer,119580.4,tier 3
karnataka,47.58,royal enfield,classic 350,342612,2023,174,petrol,51.54,third,2023,active,individual,255267.28,tier 2
karnataka,26.92,hero,glamour,145281,2015,735,hybrid,82.87,second,2023,active,dealer,99271.4,tier 3
madhya pradesh,38.63,tvs,sport,353549,2024,464,electric,87.69,third,2024,not available,individual,189870.44,tier 3
delhi,36.82,ktm,duke 200,164357,2015,233,electric,68.86,first,2015,not available,dealer,124865.3,metro
maharashtra,30.68,yamaha,fascino 125,89967,2024,143,electric,78.44,first,2024,active,individual,40879.81,tier 3
west bengal,27.79,tvs,apache rtr 160,153696,2017,811,electric,81.38,second,2020,expired,individual,84847.45,tier 2
maharashtra,7.82,bajaj,dominar 400,246951,2019,310,hybrid,87.26,second,2022,expired,individual,151360.44,tier 2
punjab,46.47,bajaj,ct 100,332183,2020,905,hybrid,80.27,second,2020,active,dealer,191685.28,tier 3
punjab,10.34,ktm,rc 390,308542,2017,956,hybrid,69.09,third,2023,expired,dealer,194966.08,metro
uttar pradesh,47.81,yamaha,fz v3,104895,2018,945,petrol,55.57,first,2018,active,individual,49617.56,tier 2
uttar pradesh,53.13,honda,cbr 650r,134259,2016,738,petrol,31.18,first,2016,expired,individual,83643.65,metro
punjab,12.73,tvs,jupiter,385236,2016,451,petrol,48.82,third,2017,not available,dealer,212726.21,tier 1
madhya pradesh,30.36,tvs,sport,139552,2019,361,electric,69.88,first,2019,expired,dealer,63476.31,tier 3
maharashtra,17.04,honda,cbr 650r,65175,2017,399,petrol,53.02,third,2022,not available,dealer,50414.49,tier 1
gujarat,67.88,kawasaki,ninja 400,355313,2016,579,hybrid,70.56,third,2022,active,dealer,275305.59,metro
rajasthan,21.7,hero,passion pro,264620,2016,911,petrol,30.2,first,2016,not available,dealer,179199.52,tier 2
punjab,22.51,bajaj,ct 100,175521,2019,181,petrol,41.47,second,2024,active,individual,86466.79,metro
gujarat,50.9,yamaha,r15 v4,64862,2017,489,petrol,48.44,first,2017,active,individual,50797.66,tier 2
rajasthan,72.75,hero,passion pro,227598,2015,989,hybrid,65.09,first,2015,expired,dealer,178531.3,metro
madhya pradesh,25.38,tvs,jupiter,371339,2016,255,electric,78.63,third,2016,expired,individual,221055.33,tier 1
maharashtra,24.32,ktm,250 duke,60050,2018,879,electric,65.28,second,2018,expired,individual,24339.61,tier 3
punjab,24.28,bajaj,pulsar 150,129502,2016,260,electric,94.13,second,2018,active,dealer,68195.95,metro
gujarat,37.41,bajaj,ct 100,60482,2024,870,electric,94.41,first,2024,not available,dealer,26923.11,metro
rajasthan,16.93,ktm,duke 200,59039,2019,274,petrol,47.87,first,2019,expired,individual,35472.64,tier 1
uttar pradesh,32.5,bajaj,ct 100,307703,2020,356,electric,82.59,third,2021,active,dealer,192750.42,tier 1
delhi,6.27,tvs,ntorq 125,358421,2016,209,electric,66.65,first,2016,active,individual,157496.17,tier 2
punjab,20.18,royal enfield,hunter 350,356145,2015,309,electric,81.34,second,2015,active,dealer,181055.79,tier 3
maharashtra,6.13,bajaj,dominar 400,75005,2016,1000,petrol,33.31,third,2024,expired,dealer,43649.97,tier 1
rajasthan,55.7,tvs,sport,150366,2024,787,hybrid,64.47,third,2024,expired,individual,108832.4,tier 3
punjab,28.64,ktm,duke 200,293044,2018,141,hybrid,66.71,third,2019,active,individual,233161.8,tier 2
uttar pradesh,67.62,yamaha,fz v3,315893,2022,343,petrol,37.99,second,2023,expired,dealer,228287.03,tier 3
punjab,64.53,tvs,ntorq 125,81310,2021,183,petrol,52.36,first,2021,expired,dealer,51344.48,metro
gujarat,38.57,bajaj,ct 100,369029,2019,926,petrol,43.33,third,2023,active,individual,148698.59,tier 2
madhya pradesh,48.23,hero,xtreme 160r,63532,2022,351,petrol,29.86,second,2022,not available,dealer,36438.11,tier 1
karnataka,39.23,kawasaki,vulcan s,89558,2015,488,petrol,36.42,first,2015,not available,dealer,68580.21,tier 3
rajasthan,25.11,honda,unicorn,67562,2015,778,hybrid,70.91,first,2015,active,individual,47718.53,tier 1
gujarat,18.93,bajaj,platina 110,133061,2019,707,hybrid,75.41,second,2019,active,individual,69182.21,tier 2
maharashtra,74.5,yamaha,mt-15,390966,2017,963,petrol,30.71,first,2017,active,individual,226329.05,tier 1
rajasthan,15.97,bajaj,ct 100,160341,2015,715,petrol,41.73,first,2015,expired,dealer,67015.27,tier 3
tamil nadu,33.43,ktm,125 duke,311928,2015,577,petrol,57.87,third,2017,active,individual,174123.12,metro
rajasthan,30.39,honda,activa,63691,2019,291,petrol,30.45,second,2024,expired,individual,32011.54,tier 1
rajasthan,41.76,hero,hf deluxe,138911,2024,510,hybrid,93.46,second,2024,active,individual,97022.27,tier 1
madhya pradesh,53.86,bajaj,avenger 220,81825,2020,672,hybrid,84.59,second,2022,active,individual,34196.97,metro
punjab,32.23,kawasaki,ninja 300,366265,2020,178,petrol,26.52,third,2024,not available,individual,219203.4,tier 3
uttar pradesh,69.24,hero,passion pro,333182,2018,241,petrol,48.0,second,2023,active,dealer,152514.37,tier 3
karnataka,34.64,bajaj,pulsar 150,65228,2017,541,electric,70.47,second,2021,expired,individual,45355.55,tier 2
maharashtra,61.09,ktm,125 duke,107133,2020,352,electric,69.48,third,2022,active,individual,44494.48,tier 2
gujarat,34.43,honda,dio,231452,2016,989,petrol,30.97,third,2024,not available,dealer,137583.91,tier 2
delhi,53.96,kawasaki,ninja 300,66504,2019,877,electric,92.87,second,2024,expired,individual,39417.83,tier 1
west bengal,43.45,royal enfield,hunter 350,226465,2016,642,hybrid,96.95,third,2019,expired,individual,158047.23,metro
punjab,26.29,tvs,jupiter,128116,2020,567,petrol,58.36,first,2020,not available,individual,78292.51,metro
uttar pradesh,46.81,hero,hf deluxe,385125,2021,760,hybrid,61.6,second,2024,not available,individual,240899.55,tier 1
uttar pradesh,62.63,honda,cbr 650r,70261,2023,846,petrol,34.43,third,2024,expired,dealer,44759.96,metro
rajasthan,68.43,yamaha,ray zr,202270,2015,604,petrol,41.97,third,2015,active,dealer,116594.14,tier 2
uttar pradesh,56.11,hero,passion pro,204534,2015,410,petrol,31.12,second,2023,not available,dealer,135763.85,tier 3
maharashtra,6.79,ktm,125 duke,137301,2015,321,hybrid,68.82,first,2015,not available,dealer,55255.25,metro
delhi,16.82,royal enfield,meteor 350,268431,2022,568,electric,67.85,first,2022,active,individual,166772.44,tier 3
madhya pradesh,74.19,yamaha,ray zr,90663,2018,386,electric,84.69,second,2022,not available,individual,71407.67,tier 1
maharashtra,74.99,hero,glamour,98417,2018,539,hybrid,92.41,third,2024,active,individual,75184.93,metro
uttar pradesh,22.0,bajaj,platina 110,367133,2020,966,petrol,47.66,second,2024,expired,dealer,182160.19,metro
rajasthan,38.39,ktm,125 duke,373112,2024,578,electric,66.17,first,2024,active,individual,174085.02,tier 1
uttar pradesh,10.05,hero,xtreme 160r,329780,2019,126,petrol,28.54,second,2020,expired,individual,262044.14,metro
punjab,71.74,ktm,duke 200,271209,2016,493,petrol,39.95,third,2018,expired,dealer,152345.24,tier 3
uttar pradesh,58.92,kawasaki,versys 650,322814,2023,896,electric,82.59,third,2023,expired,dealer,181236.99,tier 2
punjab,5.11,yamaha,fz v3,85322,2021,741,hybrid,87.23,first,2021,expired,dealer,50483.55,metro
maharashtra,7.8,yamaha,fascino 125,207745,2020,442,hybrid,95.02,second,2021,expired,dealer,121312.08,metro
tamil nadu,58.25,yamaha,fascino 125,131320,2021,439,electric,85.22,second,2024,active,individual,67956.54,tier 2
gujarat,56.53,ktm,duke 200,64139,2020,706,hybrid,88.78,third,2021,active,dealer,30071.84,tier 3
maharashtra,17.31,honda,shine,126215,2018,861,petrol,28.45,second,2023,expired,dealer,67280.87,tier 2
tamil nadu,28.83,royal enfield,meteor 350,165203,2020,561,petrol,53.84,first,2020,not available,individual,107857.23,metro
madhya pradesh,40.13,ktm,250 duke,232736,2018,662,petrol,39.8,second,2022,active,dealer,127850.49,tier 3
madhya pradesh,71.27,yamaha,ray zr,293465,2017,293,electric,95.72,second,2020,not available,dealer,156313.18,tier 3
gujarat,31.78,bajaj,pulsar 150,289324,2024,301,hybrid,72.3,second,2024,expired,dealer,194102.91,tier 2
madhya pradesh,62.8,kawasaki,ninja 300,390768,2019,971,electric,64.71,second,2021,active,individual,219140.44,tier 3
rajasthan,78.97,yamaha,r15 v4,146648,2015,824,hybrid,97.41,second,2021,not available,individual,94594.79,tier 3
delhi,22.34,yamaha,fascino 125,247202,2016,372,electric,75.58,third,2017,expired,dealer,111455.69,tier 3
punjab,27.25,bajaj,avenger 220,396791,2022,893,electric,87.97,first,2022,expired,dealer,221961.03,tier 3
maharashtra,32.23,kawasaki,versys 650,198108,2021,330,petrol,52.4,third,2022,expired,individual,151052.07,metro
west bengal,33.46,hero,passion pro,276587,2021,150,petrol,36.48,first,2021,not available,individual,143465.98,tier 3
rajasthan,50.09,hero,xtreme 160r,136199,2018,287,electric,63.64,second,2019,not available,dealer,75005.31,tier 3
delhi,38.35,kawasaki,versys 650,198031,2021,289,hybrid,74.82,second,2023,expired,individual,87336.81,tier 1
maharashtra,18.48,honda,cbr 650r,198652,2018,738,electric,67.96,second,2020,not available,dealer,99633.14,metro
rajasthan,57.46,tvs,sport,392885,2016,419,electric,99.36,third,2022,active,individual,199451.37,tier 3
uttar pradesh,45.03,kawasaki,ninja 300,334216,2020,368,hybrid,63.11,second,2024,active,individual,200157.62,metro
maharashtra,56.13,ktm,duke 200,192044,2020,265,electric,70.32,second,2024,active,dealer,111544.47,tier 3
punjab,64.85,ktm,125 duke,79461,2024,890,electric,92.09,first,2024,active,dealer,50236.94,tier 3
punjab,25.62,hero,xtreme 160r,280860,2017,281,electric,75.06,third,2024,expired,individual,179876.89,tier 2
rajasthan,8.29,bajaj,dominar 400,255052,2015,815,hybrid,76.01,second,2016,not available,individual,108621.87,tier 2
uttar pradesh,11.43,royal enfield,meteor 350,206767,2021,701,electric,84.19,third,2021,expired,individual,124823.33,tier 1
punjab,57.48,yamaha,r15 v4,152306,2018,648,petrol,40.08,first,2018,expired,dealer,76277.49,tier 3
madhya pradesh,63.06,tvs,sport,218253,2023,570,petrol,32.2,second,2023,active,individual,133254.08,metro
uttar pradesh,24.13,honda,activa,168024,2019,454,petrol,34.33,first,2019,expired,dealer,89615.79,tier 3
karnataka,79.64,ktm,125 duke,385644,2022,242,petrol,29.87,second,2022,not available,dealer,271344.03,tier 1
punjab,34.31,royal enfield,meteor 350,60221,2015,840,petrol,39.21,first,2015,expired,individual,27289.29,metro
uttar pradesh,32.15,yamaha,fz v3,201484,2020,821,petrol,46.28,second,2024,active,dealer,123612.16,tier 2
tamil nadu,23.05,kawasaki,versys 650,254067,2016,481,electric,75.93,second,2023,active,individual,146123.13,tier 3
tamil nadu,38.46,royal enfield,interceptor 650,101276,2017,859,petrol,45.13,first,2017,not available,individual,41199.01,tier 2
madhya pradesh,49.41,hero,passion pro,107223,2021,559,hybrid,61.7,first,2021,active,dealer,45999.32,tier 2
uttar pradesh,41.48,bajaj,platina 110,234526,2024,753,petrol,35.85,second,2024,not available,dealer,112870.32,metro
maharashtra,63.68,tvs,jupiter,336132,2023,910,petrol,29.49,second,2023,active,individual,183255.72,tier 3
delhi,33.92,royal enfield,meteor 350,128205,2019,218,electric,74.88,third,2019,active,individual,56856.73,tier 3
maharashtra,66.68,ktm,125 duke,220738,2018,346,hybrid,91.54,first,2018,active,individual,101796.69,tier 3
madhya pradesh,40.24,royal enfield,classic 350,291794,2017,794,hybrid,96.06,third,2023,not available,dealer,153329.29,tier 1
karnataka,79.14,hero,glamour,289032,2022,438,hybrid,60.79,second,2023,not available,individual,191373.54,metro
delhi,13.57,ktm,250 duke,310844,2020,226,hybrid,69.35,first,2020,not available,dealer,125305.54,tier 2
madhya pradesh,12.91,honda,shine,395118,2018,738,petrol,47.8,third,2019,active,individual,208509.64,tier 1
uttar pradesh,38.01,ktm,duke 200,117451,2016,515,electric,97.32,second,2016,active,dealer,49000.68,metro
punjab,34.58,tvs,ntorq 125,153645,2019,841,electric,89.15,first,2019,active,dealer,80670.1,tier 3
delhi,23.51,ktm,125 duke,141846,2019,528,hybrid,86.16,first,2019,expired,dealer,57423.23,metro
maharashtra,51.05,hero,passion pro,316005,2024,887,electric,91.04,first,2024,expired,dealer,190040.18,tier 1
rajasthan,36.7,bajaj,platina 110,291803,2019,735,electric,95.58,third,2022,active,individual,191964.75,tier 3
maharashtra,50.45,tvs,apache rtr 160,213360,2023,943,electric,63.7,second,2023,expired,individual,132374.64,metro
rajasthan,44.51,yamaha,r15 v4,149795,2023,707,electric,76.53,second,2023,not available,individual,79268.73,tier 3
gujarat,65.53,bajaj,ct 100,57446,2019,677,hybrid,63.8,second,2020,active,dealer,39487.27,tier 1
karnataka,15.1,tvs,jupiter,302277,2015,445,electric,79.14,third,2016,active,dealer,171908.96,tier 3
rajasthan,18.07,royal enfield,classic 350,89911,2019,563,hybrid,77.17,second,2024,expired,individual,53298.28,metro
punjab,11.26,ktm,rc 390,277053,2022,315,hybrid,81.16,first,2022,expired,individual,197640.23,tier 1
west bengal,27.47,hero,splendor plus,62204,2019,262,electric,90.34,third,2023,not available,individual,47934.06,tier 2
maharashtra,8.57,kawasaki,z650,337808,2015,248,petrol,26.93,second,2016,expired,individual,137334.18,tier 2
karnataka,21.14,hero,glamour,152092,2022,391,petrol,41.69,first,2022,active,dealer,95445.69,metro
